t,ax,ay,az,temp,P,hum,roll,pitch,yaw,gx,gy,gz,cx,cy,cz
613.635375,0.967844069,0.15660122,0.000731091,10.25352764,1021.825439,28.20867538,22.94860745,278.9368356,23.56449756,0.067694291,0.477048129,0.024257936,38.95396042,-25.66743279,-19.82968712
613.758276,0.95887363,0.058027428,0.629468977,10.21763802,1021.762207,27.16571617,19.21967592,281.613976,28.29804405,-0.098155625,-0.0886131,-0.112575881,38.5784111,-24.62777519,-17.97114182
613.880894,0.954024673,0.066767953,0.421839237,10.19969273,1021.063965,27.69878387,22.22465521,281.3160568,21.3991244,-1.053243518,0.050358739,-0.25948897,39.03403091,-25.22520638,-19.19370461
614.000125,0.914021075,0.072352186,0.040209979,10.14585876,1020.590088,29.06621933,30.57803633,279.9523003,10.33466703,-0.42344138,-0.286533415,-0.138232216,39.65570831,-25.14715576,-20.92568207
614.12283,1.047851205,0.126980513,0.156453371,10.27147198,1020.267334,27.63918686,39.26527197,278.5550348,1.293984995,-0.420692474,-0.087391376,0.041667599,40.29771423,-24.76426125,-23.52307129
614.246468,0.879108906,0.066767953,0.073840149,10.21763802,1020.076172,27.7352047,45.68109064,277.5644457,354.5340523,-0.075238384,-0.081276275,0.01570612,40.72146988,-25.2176857,-25.13243675
614.369206,0.632298946,0.060455348,0.044352829,10.21763802,1019.881836,27.51005936,46.30226561,277.1695719,354.4191143,0.255841732,0.032344047,0.009290511,40.80424881,-24.46724129,-26.04777908
614.488212,0.754249275,0.016267104,0.017302478,10.23558235,1019.230469,27.53323555,55.2426144,278.0904385,348.5372103,0.712463498,-0.597152591,-0.120212927,40.87481308,-24.34893036,-25.72978783
614.610694,0.825528324,0.207587659,-0.182458639,10.02024555,1019.240723,27.63256454,50.01554576,278.8182225,354.721786,-0.066084251,-0.330204487,0.124744035,41.15747452,-24.31662178,-24.65314102
614.733533,0.620419085,0.220455661,0.062386394,10.16380405,1020.763916,27.45708275,40.44669662,279.0055814,3.479174353,0.001416238,0.10777685,0.005014032,41.01025391,-24.33676529,-24.51455116
614.863698,0.942387283,0.08959046,0.168394521,10.19969273,1021.003906,27.85440063,37.76160241,279.1912874,6.039915366,0.009051831,0.005455768,-0.00628696,40.96591568,-24.28670502,-24.01782417
614.986497,0.963722467,0.080607139,0.077982992,10.19969273,1021.026855,27.45708275,38.08367998,279.0633443,5.712841085,0.007522797,0.017057778,-0.027964393,41.05738831,-24.26112175,-23.5813961
615.109199,0.957903802,0.13984853,0.083588019,10.19969273,1021.447266,27.10611916,40.49846946,278.9995367,3.590843463,0.007217451,0.080593079,0.041065115,40.94540787,-24.19222641,-23.77227783
615.232026,0.969783664,0.127951682,0.077739298,10.21763802,1021.898193,27.64249802,39.77445916,279.0490214,5.010914497,0.232932165,0.031418428,0.0746627,40.92488861,-24.03460693,-23.26365662
615.353148,1.120827436,-0.018333169,0.084806509,10.25352764,1021.815918,27.25842476,37.53654085,278.6627469,8.964837583,-0.171460629,0.036610782,0.052671555,40.78134155,-23.78491783,-23.21183395
615.473791,0.513015568,0.0881337,0.165957555,10.19969273,1021.550293,26.86772919,35.17389304,278.3340441,9.343790138,0.205748662,0.109914616,-0.20847334,40.87031555,-24.49550629,-23.05396461
615.596862,0.876199543,0.088862084,0.104545951,10.0920248,1021.351563,26.8743515,33.15320206,278.4659623,11.33634756,-0.003167258,-0.03027896,-0.016050786,40.74818039,-24.18190384,-23.10227394
615.720796,0.693152905,0.10634315,0.180091977,10.28941727,1021.367676,26.56642914,34.06343747,278.13784,9.866461827,-0.397174716,-0.020195754,-0.306211889,40.75154495,-23.96267319,-23.68281364
615.859234,1.885017037,-0.276203662,0.073596448,10.18174839,1022.443115,27.64580917,28.94984559,278.9466984,13.55825677,0.00172029,-0.004618691,0.002275057,40.3309288,-24.22912216,-24.05335808
615.98214,0.955236912,0.087648116,0.045083918,10.19969273,1021.537842,25.98369598,29.23110595,278.6476112,13.48483223,-0.000723368,0.036614973,0.019073043,40.38716507,-24.48350525,-24.26219368
616.10472,0.956691563,0.043945454,-0.000723086,10.25352764,1021.080566,27.54648018,27.56258636,278.5378706,15.15845398,-0.018743891,0.012180364,0.038009867,40.17596054,-24.65288162,-23.46315956
616.227613,1.363515735,0.183551177,0.138419822,10.23558235,1021.039551,26.57636261,26.35949464,278.4161293,16.14472646,-0.100905269,-0.001258672,0.08260303,40.18405151,-25.30760193,-23.68592453
616.351993,0.883472919,0.117997192,0.086999781,10.23558235,1021.034912,27.84115601,33.910209,278.5901352,13.0064159,1.759484887,0.048832279,-0.231992573,40.14505005,-25.51638794,-22.87552452
616.471194,0.991603792,0.058027428,0.111369461,10.19969273,1021.019775,27.3080883,49.05192218,279.7918523,8.768743706,0.485830814,0.059216987,-0.220996991,40.32970428,-23.64944267,-20.95383072
616.593939,0.907232583,0.025736013,0.164739072,10.25352764,1021.071045,27.58621216,47.16574496,280.7783365,4.57140463,-2.304601669,-0.041575778,-0.096991353,40.39823914,-22.89472198,-20.41677284
616.712862,0.837650597,0.149803013,0.30803284,10.23558235,1021.488525,26.622715,39.59620488,281.2528776,1.204367043,-3.517169237,-0.090139568,0.134526581,40.9107132,-24.08943558,-21.90792274
616.835302,1.005180717,0.035204921,-0.007471886,10.19969273,1021.753662,27.59614372,15.06899045,279.6586022,6.596437472,-0.007442885,0.1117514,0.277469039,41.0385437,-26.01993179,-27.83406448
616.958015,0.847833335,0.003884681,0.237360731,10.3073616,1021.818359,27.91730881,9.704295207,279.9928101,21.15053966,3.639117241,0.265994877,0.409415931,40.57931137,-27.52761459,-27.35117149
617.080731,0.953539789,-0.04535047,0.305839539,10.19969273,1020.885254,27.2551136,13.18999602,280.9694316,35.07582518,-0.658014357,-0.022028092,0.141856954,39.42812347,-28.21977806,-23.62204933
617.203607,1.04082036,-0.001447355,0.069940999,10.12791443,1020.250488,29.72841644,3.273912654,279.9333738,44.7898056,0.023711242,-0.10418947,0.311372042,38.97010803,-29.34901428,-21.46428299
617.330481,0.620176673,-0.096249133,0.159621432,10.19969273,1020.155762,27.46370506,356.076762,279.0371369,50.52136225,-0.913050592,0.009736903,-0.045678675,38.58854675,-30.58234596,-22.43852615
617.449777,1.079369187,-0.019780524,-0.018559201,10.18174839,1020.128906,27.29815674,359.3356293,278.7498796,44.72424602,-0.23163043,-0.0033967,-0.226800218,38.78894806,-31.0666256,-23.95563889
617.568943,0.833529055,-0.00530697,0.032655381,10.3073616,1020.124756,27.14585114,5.670806393,278.590504,35.27555699,-0.984521866,0.070823431,-0.323316932,39.22338104,-30.87871933,-24.98508644
617.691757,1.123252034,0.059969768,0.190570936,10.3073616,1020.136475,27.63256454,13.95608455,279.4124353,24.94823071,-0.286913723,0.092509143,-0.096380487,39.6657753,-29.80759811,-26.00539398
617.814672,0.678848565,0.005098644,0.086024985,10.23558235,1020.141602,27.57627869,5.929659464,279.4527607,30.79509291,-0.409697652,0.001490221,0.141246095,39.77677917,-29.92674065,-26.62947083
617.944017,0.922991633,-0.204559565,0.097235046,10.12791443,1020.154541,27.51999283,356.9664421,278.9839297,34.78105471,-0.226743504,-0.146339163,-0.020938629,39.6227417,-30.12974358,-28.68312454
618.066894,0.863107502,-0.120130494,-0.009882173,10.23558235,1020.155029,27.97359657,1.204540786,277.4594315,34.87945724,0.262254119,-0.121599123,-0.093326159,39.69869614,-30.10228539,-28.92006111
618.189906,0.928082943,0.026949978,0.021932716,10.28941727,1020.156006,27.66898537,7.924767966,276.741483,28.53951514,-0.529121816,0.001795654,-0.104932599,39.67446899,-29.86014366,-29.80593109
618.309023,0.93026495,-0.090700939,0.134276971,10.14585876,1020.172607,27.63256454,7.561677671,277.0163776,24.32976562,-0.307371885,0.015843991,-0.20418407,39.93358612,-29.10934639,-31.34133148
618.431758,0.917657793,0.003399096,0.125260174,10.21763802,1020.168457,27.68885231,15.4865626,277.4882617,14.00240604,-0.289962202,0.006070148,-0.242363155,40.06256104,-27.65459442,-32.22761154
618.55493,2.590049744,0.003884681,0.030218409,10.18174839,1020.171631,27.35113144,21.10857498,277.6549115,7.10401615,0.020662777,0.055855665,-0.039555889,40.477211,-26.33527565,-33.07331467
618.677648,0.949660659,0.112655751,0.183747426,10.3073616,1020.186768,27.4835701,21.72212746,278.2175005,7.377695426,-0.012315946,-0.001566791,0.044737097,40.74169159,-25.90994072,-33.68530655
618.800318,0.955479383,0.025250427,0.105033346,10.21763802,1020.19165,27.31802177,19.74440008,277.9472504,9.732601218,0.004484002,-0.062640779,0.049612179,40.74363708,-25.5662384,-34.37028503
618.923008,0.97051096,-0.019780524,0.029974714,10.18174839,1020.182617,27.50012589,18.47031196,277.2779602,11.54152389,0.001429453,0.007608905,0.015402096,40.52482224,-26.19809341,-33.80617523
619.041754,0.958388686,0.015538725,0.110394679,10.14585876,1020.176025,29.56617737,17.69255149,277.1695993,12.71582294,0.001428913,0.017074628,-0.015444654,40.57166672,-26.35111237,-34.04388428
619.164565,0.965177178,0.049286895,0.146705508,10.21763802,1020.172119,27.77824783,18.01414412,277.4399655,12.88218671,0.001123095,0.016151024,-0.000171697,40.77210999,-25.94037437,-34.02733612
619.287407,0.97051096,0.017723856,0.122823209,10.14585876,1020.168945,29.33772087,16.72360378,277.4615898,14.51202267,0.014254078,0.003016815,0.011124862,40.81478119,-25.90891647,-33.88139725
619.411687,0.97317791,0.014810347,0.125016496,10.19969273,1020.162109,27.78487015,17.02079043,277.4933434,14.53474671,0.008753965,0.006373712,-0.03101318,40.64217377,-25.48726845,-33.4969902
619.530665,0.873775065,0.021365747,0.112100556,10.23558235,1020.12085,27.92061996,16.82068467,277.5709002,15.58700224,0.016079018,0.057380911,0.021222204,41.08190155,-25.33301544,-33.42712021
619.653594,0.801768661,0.03010628,0.011941145,10.19969273,1019.986816,27.0564537,17.25162009,277.4641648,15.79364791,0.073805779,0.056770045,-0.096674785,41.0512085,-25.49226379,-33.43311691
619.7765,0.547927797,0.058513008,0.18983984,10.27147198,1019.859375,28.162323,17.50811418,277.80633,15.95334798,-0.129612342,0.123048924,0.070396855,40.8985939,-25.52108383,-33.1534462
619.897101,0.379185408,1.355753779,0.031436894,10.28941727,1020.132813,27.56634521,25.23658422,277.4660568,8.329441306,0.013024691,0.021645296,0.0080886,40.6674881,-25.50502205,-33.13680649
620.019956,0.955721796,0.070895426,0.070915781,10.21763802,1020.688721,28.5430851,25.01171219,277.4892521,8.768723215,-0.001940642,0.014923475,0.023357665,40.52685928,-25.62208939,-33.9330101
620.1437,0.958146274,-0.033047948,0.121117331,10.18174839,1020.774414,29.39400673,22.67379479,277.4773744,11.14538999,0.003251439,-0.01348155,-0.020623719,40.32430267,-25.67178535,-33.56022644
620.266898,0.974147677,0.074294522,0.193982691,10.25352764,1020.796143,28.2152977,24.92552716,277.967502,9.366865932,0.091521472,-0.055936687,0.039851937,40.34139633,-25.71979713,-32.76874542
620.385543,1.136101604,0.053171575,0.059462029,10.25352764,1020.70752,28.10272408,24.89297618,278.0671134,9.844109179,0.093354061,0.044245213,-0.007184685,40.56791687,-25.28508759,-32.46146011
620.508304,0.815588057,0.164127782,0.011210055,10.3073616,1020.43042,28.28482819,26.54132281,277.9727954,8.690557676,0.009963112,0.054936081,0.03283529,40.75101852,-25.15373611,-33.17547607
620.630874,0.601508319,0.063126065,0.786166072,10.18174839,1020.850098,27.59945488,21.24190027,277.9348127,14.43632881,0.015460899,0.089144535,0.025199477,40.61939621,-25.46266174,-32.72848892
620.753857,0.947721064,0.026707184,0.095285468,10.23558235,1021.341309,28.0100174,19.72453106,277.8398184,15.99064081,-0.005308355,0.012479227,0.023366559,40.84170151,-25.38529778,-33.26284409
620.884248,0.984572887,0.004855852,0.174730629,10.23558235,1021.597656,27.61269951,17.59418823,277.8129894,18.11422175,0.002632672,-0.018673331,-0.003511216,40.98655701,-25.4138546,-33.43888855
621.007172,0.96154052,0.024522049,0.038016707,10.19969273,1021.740479,27.56965637,18.71387651,277.4847715,16.97789343,0.000799839,0.006067411,-0.012976573,40.90607452,-25.76015854,-33.46908569
621.129843,0.956206739,-0.001447355,0.09869723,10.3073616,1021.757568,29.07946396,19.5903759,277.3078286,16.21873156,0.001104932,0.015838465,-0.01938876,40.86965179,-25.52397537,-33.71142197
621.248962,0.95887363,0.02840673,0.062873788,10.21763802,1021.143555,28.10272408,19.52117071,277.3413102,16.32244457,0.002936762,0.060723055,-0.015720632,40.95730972,-25.11837769,-33.57545471
621.386879,0.937538326,0.054385535,0.124285392,10.21763802,1020.890381,26.74191093,17.07760394,277.5245983,18.80152149,0.002325701,0.044836793,0.050554,40.97036362,-25.6151104,-32.98072052
621.510743,0.961782932,-0.042214531,0.086999781,10.28941727,1020.864258,27.78487015,13.58805261,277.6770823,22.20281397,0.05057719,0.087572895,-0.021224463,40.73049927,-25.54100609,-32.77614594
621.633019,0.963237643,0.039332394,0.136226535,10.14585876,1020.897461,27.64912033,11.98592331,278.3463794,25.25704405,0.360275358,0.09825509,0.007793187,40.79720306,-25.58253288,-32.08231735
621.755567,1.310662627,-0.03063569,0.194713771,10.12791443,1021.161377,27.95041847,13.56801711,278.6677329,24.94951991,-0.75638634,-0.089891404,-0.096664764,40.88902283,-25.49826813,-30.99089813
621.87818,0.494589686,0.076722458,0.146705508,10.18174839,1021.131836,28.75498772,13.03969685,278.2898869,20.1301316,-0.384369373,-0.131124809,-0.001675224,41.29684067,-25.51589203,-32.31810379
622.001064,1.179741859,-0.01061394,0.091873713,10.27147198,1020.44458,27.58952332,12.25399799,277.1605356,19.03225553,-0.240205169,-0.133262828,-0.009005607,41.51616669,-25.33242607,-33.87839127
622.123827,0.859228313,0.04418825,-0.115934752,10.18174839,1020.240723,27.75507164,16.64420112,276.106535,13.3961465,-0.143077597,0.020369772,0.257942498,41.60621643,-25.34506798,-35.03561783
622.246528,0.853167176,-0.011337617,0.133789569,10.16380405,1020.183594,27.76500511,355.874459,276.1067262,30.44655177,-0.333362132,-0.012922385,0.234424189,41.16346359,-25.96692276,-36.53708267
622.380301,1.078641891,0.093717933,0.259780854,10.27147198,1020.178467,27.43390656,345.9724964,276.3878568,41.68635888,0.542618632,0.023729529,0.249390393,40.94493484,-26.94482613,-36.78978348
622.499407,1.198410153,-0.077192284,0.039235193,10.27147198,1019.805176,26.41412354,341.881091,277.2199924,48.54708241,-0.005938357,0.077485673,0.016650733,40.59444046,-27.69236755,-36.42173004
622.618221,0.828437686,-0.077674739,0.198369235,10.3073616,1019.48999,27.48688126,337.288132,277.9080793,52.91169965,-0.026707776,-0.114631452,-0.035272814,40.59705353,-28.34736824,-36.15860748
622.741302,1.038880706,-0.055481959,0.113806427,10.28941727,1020.061035,27.94710922,342.2941331,277.6911047,48.86840525,0.086302295,0.212792337,-0.091777846,40.68305206,-28.82060814,-35.65136337
622.864296,1.078156948,-0.03883737,0.129403025,10.27147198,1019.993652,27.46370506,352.3472793,278.2073372,40.97399747,-0.125667945,-0.158002868,-0.15347524,41.11631393,-28.43256187,-34.54683685
622.98722,0.66793853,0.096631445,0.112831645,10.3073616,1019.077148,26.35783768,1.136938241,277.3142695,31.2638966,-0.067941181,-0.029721178,-0.066121504,40.88597107,-27.80303574,-34.37676239
623.109846,0.163166106,0.152230948,0.136957631,10.27147198,1018.343994,27.4074192,22.90705429,277.6870749,9.846836986,-0.23134762,-0.195876524,-0.768005669,41.0127182,-27.21064568,-35.2250824
623.228999,1.040577888,0.005584229,0.011697449,10.23558235,1018.091064,28.17556572,33.02811398,278.0763274,359.7730111,0.168769106,-0.253603309,0.253055573,41.3263588,-25.54416275,-36.30023575
623.351802,0.832559288,0.037632849,0.149142474,10.25352764,1017.719238,27.29153442,29.07656267,276.8449535,4.17884463,-0.220352054,0.070155293,-0.317492574,41.3339119,-25.52477837,-36.76334
623.474708,1.712153077,0.145432755,-0.083154865,10.19969273,1018.054443,28.61592674,42.85597414,278.0204496,348.5923495,-0.167817637,-0.059959009,0.060022164,41.90836334,-24.16081619,-37.80237961
623.595425,0.561019838,0.114112511,0.128428236,10.16380405,1018.628662,27.70540619,36.23930692,276.650218,355.4496055,0.358748198,0.035030536,0.405161023,41.78256607,-24.44029617,-38.06378555
623.718192,0.981421053,0.113869719,0.128915638,10.25352764,1021.706543,26.6756916,12.01414651,275.6783026,20.67457964,-0.027013209,0.182859927,0.178835452,41.5708847,-25.79664421,-37.65866852
623.847658,1.049063444,-0.044868015,0.031924289,10.21763802,1023.468994,27.11274147,356.2313296,277.2431058,35.91006107,-0.106120259,0.34260118,0.137907475,40.61512375,-26.9346981,-36.8395195
623.970623,1.001544118,-0.085152738,0.158159256,10.27147198,1023.131104,27.53985786,351.0273427,279.471414,39.93209993,-0.082907379,0.262272418,0.011763811,40.76330185,-27.85979843,-35.79336166
624.093326,1.037668586,-0.07405635,0.180579364,10.27147198,1022.983398,27.78487015,352.9272896,280.7724899,38.24516273,-0.071606174,0.081740238,-0.084132433,40.74554062,-28.25318336,-34.19214249
624.216386,0.847833335,-0.094319329,0.192764208,10.12791443,1023.758057,27.60607719,355.5033552,280.8814656,35.05048518,0.104323022,-0.03310243,-0.221577123,41.08240891,-27.95499039,-34.31884766
624.338781,1.026273489,0.018209444,0.18813397,10.25352764,1024.368164,27.7120285,5.079522466,280.3908804,25.87807559,-0.039841175,-0.110682309,-0.253342122,41.41934586,-26.98687553,-34.23354721
624.461985,0.883715332,0.069195889,0.129403025,10.27147198,1024.921387,27.56303406,14.12672146,279.9463922,16.3644195,-0.205080226,-0.055093575,-0.173318759,41.54219055,-25.70948792,-34.30140686
624.5808,0.95111531,0.094931901,0.137932405,10.18174839,1025.172852,27.39086342,17.24643768,279.8121721,10.83380274,-0.753026307,-0.062118527,-0.001360193,42.0770607,-24.42647743,-35.42668533
624.704491,0.941902399,0.196419194,0.021689018,10.3073616,1025.247803,27.35113144,17.58965469,279.2024206,10.57969409,0.396316618,-0.023939449,0.175485283,42.38909531,-23.90568352,-35.99032211
624.827312,1.099249721,0.138391778,0.109907277,10.25352764,1024.68335,25.94727516,9.21940471,278.689009,19.43724306,-0.338554293,0.031343855,0.312013686,41.82132339,-25.02432442,-36.58189392
624.950105,1.035486579,0.081578307,0.15157944,10.18174839,1022.124756,27.86764526,353.9100655,279.3123252,33.46510948,-0.047476988,0.167261362,0.370045871,41.21553421,-25.89339828,-36.24825668
625.073158,1.06021595,-0.039319821,0.279520303,10.14585876,1020.491211,29.80456924,344.682529,281.262433,45.0165508,1.069795609,0.160847276,0.286357343,40.48265839,-27.85698509,-35.88753891
625.192091,0.947478652,-0.130744442,0.101621583,10.27147198,1020.096924,27.17564964,348.0612306,282.8417435,50.65081483,0.824838579,0.26225093,0.038956914,39.9065094,-29.50343323,-32.54798889
625.314603,0.590840697,-0.164757282,0.153041616,10.23558235,1020.072021,29.05297661,352.9708111,284.431593,47.97631765,0.002308527,0.134580076,-0.231045529,39.61525726,-29.84440613,-29.84434128
625.437804,0.948205948,-0.033771627,0.286343783,10.23558235,1020.063721,27.70209503,0.013391855,284.5176124,39.64427575,-0.015101133,-0.073419534,-0.415832281,39.85155869,-28.54062653,-28.58304024
625.562013,1.087369919,0.04151753,0.215184316,10.34325123,1020.049072,27.2551136,10.29977244,283.3359828,28.03020501,-0.032205358,-0.287222385,-0.241124809,40.49640274,-27.20233727,-28.94553566
625.681017,0.992331147,0.031563032,0.13963829,10.3073616,1020.042969,27.49350357,18.17708852,281.351123,20.13688324,0.030408328,-0.369383752,-0.12078435,40.93096924,-26.06756973,-30.65889931
625.803719,0.944811761,0.037632849,0.127453446,10.32530689,1020.039551,30.3641243,27.66262472,279.0796548,10.25098099,0.091494851,-0.364496827,-0.042288162,41.30410767,-25.12071991,-32.4179039
625.927372,0.878624022,0.071381018,0.082369536,10.12791443,1020.030273,27.36106491,38.05976749,276.8438129,1.147434428,0.243905723,-0.287222385,0.096378244,41.9666748,-24.67588806,-34.3170929
626.050088,0.945781529,0.063368864,0.043378036,10.28941727,1020.02832,27.51005936,44.08914772,274.9792532,356.7365717,0.266202301,-0.159551546,0.146163762,41.50741196,-25.21090889,-35.73129654
626.169686,0.902383685,0.033262581,0.046789795,10.28941727,1020.021484,27.71533966,42.3237897,273.8404831,359.3481094,0.172730103,-0.03981724,0.118053809,41.19250488,-25.51049423,-36.65497589
626.292825,1.051487923,0.051957611,0.034604955,10.18174839,1020.011719,28.3444252,33.17607978,273.3104399,8.68764887,0.105810605,0.126328096,0.089316055,40.9888916,-26.42898178,-36.94597626
626.416461,0.665029109,0.057784636,-0.033744004,10.21763802,1019.798584,29.78139114,19.38759441,274.2282739,22.08916646,0.424376845,0.271408588,0.039225101,40.65967941,-27.02402687,-36.34136963
626.535255,0.890988708,-0.121336624,0.071646877,10.27147198,1019.532227,27.50012589,13.20393473,275.9258218,28.94729451,-0.144338712,0.125717238,-0.028275507,40.71941757,-27.67084694,-34.97796631
626.657915,1.009302378,0.050500855,0.047520887,10.21763802,1019.197021,26.56642914,14.96123056,276.7266273,26.1643032,-0.097604044,0.229858533,-0.048430577,40.76686859,-27.69667244,-33.82798004
626.78062,0.910142004,0.070409842,0.120142549,10.23558235,1018.349854,27.47032738,16.32235748,278.1658233,24.18147196,0.024872351,0.133330613,-0.042012963,40.64496231,-27.24713516,-33.28888321
626.90465,0.677636385,-0.063442409,0.130377814,10.18174839,1017.889404,27.42397308,15.17168576,279.3846023,24.50101553,-0.041405663,0.298864365,-0.34377411,40.79560852,-26.94861031,-32.25749588
627.023548,0.997907341,0.019908991,0.009504177,10.23558235,1017.814209,28.28151703,21.20378782,280.1203229,19.66910237,0.238676041,0.068873584,-0.100955158,40.79990768,-26.42599297,-31.43719292
627.146372,1.494436622,0.083035059,0.133302182,10.27147198,1017.791016,27.75176048,21.73457035,279.9628666,17.9764927,0.127804011,-0.32696709,0.249070629,41.08946228,-25.91337585,-31.04156113
627.269134,0.839832664,0.075751282,0.148655072,10.19969273,1017.748291,26.76177788,20.90699561,279.0729203,18.88809585,0.090541221,-0.281457633,-0.615609109,41.02639771,-26.51859665,-31.9620285
627.397789,0.472527087,0.087890908,0.063117482,10.25352764,1018.478027,27.99015045,31.48443658,280.0479366,6.808093508,-0.08966402,-0.062767871,0.39476198,41.08682251,-25.77227592,-32.0992012
627.520805,0.89656502,-0.083946615,0.255881667,10.23558235,1019.831299,27.81797981,13.06795847,279.3477534,24.73550447,0.058776233,0.009008794,0.15102677,41.04401398,-26.36825371,-32.08901596
627.643562,1.00178659,0.023550879,0.071403183,10.25352764,1020.48584,29.70523834,9.1628183,279.1590148,28.48845094,-0.067971647,0.094222918,0.070079789,41.03858948,-26.66110039,-31.8235302
627.766685,1.008817434,0.041031945,0.206167534,10.3073616,1020.776123,27.6358757,7.049248705,279.6299222,30.07861973,-0.106752612,-0.003209819,-0.007804879,40.9883728,-27.05328369,-31.54379654
627.889103,0.814375818,0.02913511,0.153285325,10.18174839,1021.129395,26.16248894,8.663983118,279.3867606,28.9491455,0.334600687,-0.060935825,-0.023992561,40.69654083,-27.28015327,-31.7264328
628.012138,0.922991633,0.105129182,0.247596011,10.19969273,1021.897461,27.28160095,13.11642122,278.8317121,26.21092607,0.254577339,-0.179749116,-0.002612279,40.65329361,-27.23247528,-31.47269058
628.134411,0.902626157,-0.049451306,0.122823209,10.23558235,1022.523926,26.9505024,15.61346581,277.3744844,24.14199006,-0.217010647,-0.228007466,-0.019105639,40.78445816,-27.59619141,-32.31210327
628.253134,0.850015402,0.00849774,0.131839991,10.21763802,1022.668945,27.56634521,18.34629963,275.9958381,19.33547324,-0.622014344,-0.320553541,-0.044761982,40.92796707,-27.30770683,-33.64159012
628.379752,1.07452035,0.003156303,0.15742816,10.18174839,1022.710449,28.69207954,25.2060823,274.5996381,4.777016803,-1.276861906,-0.162339464,-0.162964404,40.99697495,-26.49872208,-36.38818359
628.500637,0.849530518,-0.024605041,0.07871408,10.21763802,1022.769287,27.73851585,30.68071115,274.8382508,352.4032954,-1.388344765,0.189824358,-0.222218335,41.17364502,-24.56148529,-39.22655487
628.623591,1.032092214,-0.001688581,0.064579666,10.19969273,1022.369629,27.49350357,19.14789063,277.118687,355.2218652,-0.811382532,0.554816306,0.029763579,42.18556213,-22.31320381,-40.10282135
628.743575,0.851712525,0.055599499,0.087243475,10.36119652,1021.108643,24.92749405,8.029866648,280.5497506,5.223068283,-0.286954701,0.531603456,0.239901215,42.53028488,-21.56560516,-39.71921158
628.866281,0.775584459,0.056327876,0.234923765,10.19969273,1020.293213,27.79149246,358.8432479,284.0141796,14.55034516,0.093308903,0.333377659,0.228294775,42.42364883,-22.43584442,-37.09531403
628.986134,1.061185837,0.055356707,0.210554078,10.14585876,1020.106934,29.3277874,356.6397576,285.3513121,19.20905668,0.462271512,0.05757203,0.004107239,42.67964554,-23.68357468,-35.09767151
629.108607,1.165194988,0.03204862,0.230293527,10.23558235,1020.081299,26.87104034,2.84805164,284.3762206,17.25375794,0.016034447,-0.17364046,-0.22863242,42.44557571,-24.2186718,-33.48284149
629.231376,1.150163531,0.208316028,0.271721989,10.27147198,1020.084961,27.34450912,13.04299156,282.3835744,8.744633138,0.162947536,-0.533745527,-0.115927778,42.56183624,-24.33354759,-34.04809189
629.354121,0.90820241,0.244006529,0.025831865,10.23558235,1020.078369,27.31471062,26.66516951,279.3676019,357.5492876,0.04107992,-0.377669454,-0.0074992,42.38708878,-23.93479347,-36.55865097
629.476898,0.669393182,0.090804428,0.148655072,10.23558235,1020.08252,26.0134964,31.86208457,277.341761,353.188129,-0.083536588,-0.061241262,0.169346288,42.25982285,-24.00340271,-37.83982086
629.599753,0.95499444,-0.005548195,0.164739072,10.12791443,1020.091797,26.59622765,23.42044204,277.4946206,1.662659183,0.038633212,0.083526783,0.165361777,41.39949799,-24.16951942,-37.38714981
629.71845,0.939962864,-0.105656944,0.249545574,10.19969273,1020.107178,28.56626129,13.57384582,277.5283208,13.9318997,0.582914174,-0.124472827,0.074342839,41.605793,-24.98703957,-36.70830154
629.846509,0.943114638,-0.126884818,0.106739223,10.12791443,1020.10791,27.63918686,17.01005337,276.7607715,11.50270536,-0.005043652,-0.076825343,-0.242085353,41.73545074,-24.62656784,-37.03093338
629.965514,1.053912401,0.134992674,0.07578972,10.23558235,1020.121338,27.42728424,31.88228486,276.8955994,357.0063496,0.015114902,-0.060637414,-0.142208874,41.75351715,-24.13866806,-37.47741699
630.088065,0.950145543,0.175781816,0.046058703,10.16380405,1020.126709,27.32464409,38.98365986,277.4242833,350.7176645,-0.000769366,0.01450145,-0.02124637,41.71388626,-23.46314812,-37.55548859
630.211225,0.945054173,0.177724168,0.072134264,10.23558235,1020.130127,27.72196198,40.08927282,277.5305679,349.9996759,0.006560569,-0.012986806,0.063049503,41.23471832,-23.2895565,-37.58783722
630.330256,0.949660659,0.016267104,0.042890646,10.25352764,1020.144287,27.59945488,36.49361194,276.8655875,353.8017882,-0.001380564,0.089631028,0.052049559,41.79206848,-23.28522682,-37.95707703
630.453176,0.960813165,-0.039078593,0.132571086,10.19969273,1020.145264,27.81466866,32.25714954,276.9081669,357.8638436,0.001673507,-0.002917189,-0.034081131,42.30382919,-23.4664669,-37.37034607
630.576193,0.960328281,0.10755711,-0.016872002,10.39708614,1020.154053,27.51005936,35.40201452,276.8080364,355.0783347,0.000145948,0.027932111,0.009290759,41.9337616,-23.19570351,-37.77521133
630.699067,0.95887363,0.055842295,0.125747576,10.27147198,1020.165771,27.29484558,34.48848697,276.7949156,356.1156065,0.004115958,-0.00689023,-0.002317546,41.79708862,-22.92839813,-37.46264267
630.818292,0.956934035,0.074294522,0.068478815,10.28941727,1020.167236,27.51999283,35.15485047,276.7236562,355.6116957,0.003503914,0.006242584,0.006235141,41.74800491,-23.39739609,-37.08813477
