# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
9.3822,624.39,12.039,-9.8525,13.076,9.8596,68.762,0.020908,68.762,0.017422,5.1038,0.37361,32.9,-106,9.7935,2.4047,0,15.764,0.0057913,1136,0,0.18316,0.0087285,73.156,65.549,0.96609,0.041343,864101,0,0.25725,0.46448,0.47206,0.3145,0.029764,0.12022,0.62751,0.49296,2.6285e-4,0,0,0,0,0.11374,0.0016511,7.874,48.695,61.966,0.028603,NaN,10.616,935.12,337.73,0.01,0.51586
9.3922,624.51,11.94,-9.8491,12.984,9.8561,68.813,0.020945,68.813,0.01744,5.1001,0.37243,32.9,-106,9.7935,2.4338,0,15.83,0.005837,1136,0,0.18316,0.0087285,73.145,65.549,0.9647,0.041084,858674,0,0.25412,0.46448,0.47223,0.3145,0.029761,0.12022,0.63541,0.49688,-3.9645e-4,0,0,0,0,0.11615,0.0016401,7.874,48.695,61.808,0.028596,NaN,10.616,935.11,337.73,0.01,0.51602
9.4022,624.63,11.842,-9.8461,12.892,9.8531,68.864,0.020983,68.864,0.017458,5.0963,0.3703,32.9,-106,9.7935,2.4555,0,15.895,0.0059731,1136,0,0.18316,0.0087285,73.137,65.549,0.96365,0.040822,853179,0,0.25095,0.46447,0.47236,0.3145,0.029758,0.12022,0.64133,0.49989,5.8671e-5,0,0,0,0,0.11862,0.0016292,7.874,48.695,61.65,0.02859,NaN,10.615,935.1,337.73,0.01,0.51621
9.4122,624.75,11.743,-9.8448,12.8,9.8516,68.915,0.02102,68.915,0.017476,5.0927,0.36462,32.9,-106,9.7935,2.4479,0,15.96,0.006296,1136,0,0.18316,0.0087285,73.14,65.549,0.96402,0.040546,847417,0,0.24754,0.46447,0.4723,0.3145,0.029754,0.12021,0.63925,0.49536,-1.7502e-4,0,0,0,0,0.12122,0.0016182,7.874,48.695,61.49,0.028585,NaN,10.614,935.08,337.73,0.01,0.51636
9.4222,624.86,11.645,-9.8435,12.708,9.85,68.966,0.021058,68.966,0.017494,5.089,0.35916,32.9,-106,9.7935,2.4419,0,16.023,0.0066065,1136,0,0.18316,0.0087285,73.142,65.549,0.9643,0.040272,841665,0,0.24417,0.46446,0.47226,0.3145,0.029751,0.12021,0.63761,0.49136,6.3737e-5,0,0,0,0,0.12386,0.0016072,7.874,48.695,61.33,0.028581,NaN,10.613,935.07,337.73,0.01,0.51654
9.4322,624.98,11.546,-9.8421,12.617,9.8484,69.017,0.021095,69.017,0.017512,5.0855,0.35395,32.9,-106,9.7935,2.4375,0,16.085,0.0069446,1136,0,0.18316,0.0087285,73.144,65.549,0.96451,0.039997,835921,0,0.24084,0.46446,0.47223,0.3145,0.029748,0.12021,0.63641,0.48729,3.4399e-4,0,0,0,0,0.12653,0.0015963,7.874,48.695,61.17,0.028577,NaN,10.613,935.06,337.73,0.01,0.51669
9.4422,625.09,11.448,-9.8406,12.525,9.8468,69.068,0.021132,69.068,0.017531,5.082,0.34896,32.9,-106,9.7935,2.4348,0,16.146,0.0072677,1136,0,0.18316,0.0087285,73.145,65.549,0.96464,0.039723,830186,0,0.23754,0.46445,0.47221,0.3145,0.029745,0.12021,0.63568,0.48368,-3.3255e-4,0,0,0,0,0.12925,0.0015854,7.874,48.695,61.009,0.028574,NaN,10.612,935.05,337.73,0.01,0.51684
9.4522,625.21,11.349,-9.8376,12.434,9.8437,69.118,0.02117,69.118,0.017549,5.0785,0.34712,32.9,-106,9.7935,2.4598,0,16.205,0.0074285,1136,0,0.18316,0.0087285,73.135,65.549,0.96344,0.039461,824690,0,0.23448,0.46445,0.47236,0.3145,0.029742,0.1202,0.64248,0.48681,7.8891e-5,0,0,0,0,0.13195,0.0015745,7.874,48.695,60.847,0.028572,NaN,10.611,935.03,337.73,0.01,0.51699
9.4622,625.32,11.251,-9.8297,12.343,9.8361,69.169,0.021207,69.169,0.017567,5.075,0.35542,32.9,-106,9.7935,2.576,0,16.266,0.0069625,1136,0,0.18316,0.0087285,73.092,65.549,0.9579,0.039237,8.2e5,0,0.23217,0.46444,0.47307,0.3145,0.02974,0.1202,0.67422,0.51092,1.1597e-4,0,0,0,0,0.13446,0.0015637,7.874,48.695,60.685,0.028569,NaN,10.61,935.02,337.73,0.01,0.51715
9.4722,625.43,11.153,-9.8218,12.252,9.8285,69.22,0.021245,69.22,0.017585,5.0714,0.36371,32.9,-106,9.7935,2.6944,0,16.329,0.0065164,1136,0,0.18316,0.0087285,73.047,65.549,0.95228,0.039014,815334,0,0.2299,0.46444,0.47383,0.3145,0.029737,0.1202,0.70666,0.53578,-3.9765e-4,0,0,0,0,0.13706,0.0015528,7.874,48.695,60.522,0.028568,NaN,10.61,935.01,337.73,0.01,0.51732
9.4822,625.54,11.055,-9.8138,12.161,9.8209,69.271,0.021282,69.271,0.017603,5.0677,0.37199,32.9,-106,9.7935,2.8148,0,16.394,0.0061298,1136,0,0.18316,0.0087285,73.003,65.549,0.9466,0.038792,810687,0,0.22768,0.46444,0.47463,0.31451,0.029735,0.1202,0.73981,0.5607,-4.6191e-4,0,0,0,0,0.13974,0.001542,7.874,48.695,60.358,0.028567,NaN,10.609,935,337.73,0.01,0.51748
9.4922,625.65,10.957,-9.8058,12.07,9.8132,69.321,0.021319,69.321,0.017621,5.0639,0.38026,32.9,-106,9.7935,2.9374,0,16.461,0.0057538,1136,0,0.18316,0.0087285,72.957,65.549,0.94084,0.038571,806063,0,0.22549,0.46443,0.47547,0.31451,0.029733,0.12019,0.77367,0.58553,9.1121e-5,0,0,0,0,0.1425,0.0015312,7.874,48.695,60.194,0.028566,NaN,10.608,934.98,337.73,0.01,0.51763
9.5022,625.76,10.859,-9.7996,11.98,9.8071,69.372,0.021357,69.372,0.017639,5.0601,0.38489,32.9,-106,9.7935,3.029,0,16.53,0.0055833,1136,0,0.18316,0.0087285,72.923,65.549,0.93655,0.038337,801160,0,0.22306,0.46443,0.47612,0.31451,0.02973,0.12019,0.79907,0.60324,-5.6179e-5,0,0,0,0,0.14547,0.0015205,7.874,48.695,60.029,0.028565,NaN,10.608,934.97,337.73,0.01,0.51779
9.5122,625.87,10.761,-9.7995,11.889,9.8068,69.422,0.021394,69.422,0.017657,5.0563,0.37723,32.9,-106,9.7935,3.0087,0,16.599,0.006005,1136,0,0.18316,0.0087285,72.931,65.549,0.93749,0.038054,795236,0,0.2197,0.46442,0.47597,0.31451,0.029727,0.12019,0.79343,0.59509,4.9847e-4,0,0,0,0,0.14887,0.0015097,7.874,48.695,59.863,0.028565,NaN,10.607,934.96,337.73,0.01,0.51794
9.5222,625.98,10.663,-9.7994,11.799,9.8063,69.473,0.021432,69.473,0.017675,5.0526,0.36986,32.9,-106,9.7935,2.9901,0,16.666,0.0064217,1136,0,0.18316,0.0087285,72.938,65.549,0.93836,0.037771,789319,0,0.21638,0.46442,0.47583,0.31451,0.029724,0.12019,0.78828,0.58752,-3.0437e-4,0,0,0,0,0.15233,0.001499,7.874,48.695,59.697,0.028565,NaN,10.606,934.95,337.73,0.01,0.5181
9.5322,626.08,10.565,-9.7991,11.709,9.8058,69.524,0.021469,69.524,0.017693,5.0489,0.36276,32.9,-106,9.7935,2.9734,0,16.731,0.0068632,1136,0,0.18316,0.0087285,72.944,65.549,0.93914,0.037488,783410,0,0.2131,0.46441,0.47571,0.31451,0.029721,0.12018,0.78364,0.58057,4.4922e-4,0,0,0,0,0.15584,0.0014883,7.874,48.695,59.53,0.028566,NaN,10.605,934.94,337.73,0.01,0.51825
9.5422,626.19,10.467,-9.7988,11.619,9.8052,69.574,0.021507,69.574,0.017711,5.0453,0.35595,32.9,-106,9.7935,2.9586,0,16.794,0.007283,1136,0,0.18316,0.0087285,72.949,65.549,0.93983,0.037206,777510,0,0.20986,0.46441,0.4756,0.31451,0.029718,0.12018,0.77954,0.57368,-4.7688e-5,0,0,0,0,0.1594,0.0014776,7.874,48.695,59.362,0.028567,NaN,10.605,934.92,337.73,0.01,0.51843
9.5522,626.29,10.369,-9.7974,11.529,9.8037,69.624,0.021544,69.624,0.017729,5.0418,0.35126,32.9,-106,9.7935,2.9642,0,16.855,0.0075908,1136,0,0.18316,0.0087285,72.947,65.549,0.93957,0.036933,771784,0,0.20679,0.4644,0.47563,0.31451,0.029715,0.12018,0.78108,0.57107,3.5745e-4,0,0,0,0,0.16296,0.001467,7.874,48.695,59.194,0.028568,NaN,10.604,934.91,337.72,0.01,0.51859
9.5622,626.4,10.271,-9.7926,11.44,9.799,69.675,0.021582,69.675,0.017747,5.0383,0.35312,32.9,-106,9.7935,3.0355,0,16.917,0.0075319,1136,0,0.18316,0.0087285,72.921,65.549,0.93623,0.036687,766642,0,0.20428,0.46442,0.47616,0.31454,0.029713,0.12017,0.80087,0.58371,-4.145e-4,0,0,0,0,0.16636,0.0014563,7.874,48.695,59.025,0.02857,NaN,10.603,934.9,337.72,0.01,0.51876
9.5722,626.5,10.173,-9.788,11.35,9.7944,69.725,0.021619,69.725,0.017765,5.0347,0.35514,32.9,-106,9.7935,3.1092,0,16.979,0.0074971,1136,0,0.18316,0.0087285,72.894,65.549,0.93279,0.036442,761517,0,0.20197,0.46485,0.47714,0.31497,0.02971,0.12017,0.82137,0.59628,2.6685e-4,0,0,0,0,0.16984,0.0014457,7.874,48.695,58.856,0.028572,NaN,10.603,934.89,337.72,0.01,0.51893
9.5822,626.6,10.075,-9.7833,11.261,9.7898,69.776,0.021657,69.776,0.017783,5.0312,0.35724,32.9,-106,9.7935,3.1855,0,17.041,0.0074096,1136,0,0.18316,0.0087285,72.866,65.549,0.92924,0.036198,756407,0,0.19969,0.46528,0.47814,0.3154,0.029708,0.12017,0.84262,0.60986,6.8892e-5,0,0,0,0,0.17341,0.0014351,7.874,48.695,58.686,0.028574,NaN,10.602,934.88,337.72,0.01,0.5191
9.5922,626.7,9.9771,-9.7785,11.172,9.7851,69.826,0.021694,69.826,0.017801,5.0276,0.35942,32.9,-106,9.7935,3.2642,0,17.104,0.0073515,1136,0,0.18316,0.0087285,72.837,65.549,0.92559,0.035954,751312,0,0.19744,0.46571,0.47918,0.31584,0.029705,0.12017,0.86461,0.62313,-8.6255e-5,0,0,0,0,0.17707,0.0014246,7.874,48.695,58.515,0.028576,NaN,10.601,934.87,337.72,0.01,0.51927
9.6022,626.8,9.8793,-9.7726,11.083,9.7794,69.876,0.021732,69.876,0.017819,5.024,0.36386,32.9,-106,9.7935,3.3683,0,17.168,0.0071318,1136,0,0.18316,0.0087285,72.799,65.549,0.92078,0.035722,746443,0,0.19539,0.46612,0.48042,0.31626,0.029703,0.12017,0.8938,0.64184,-1.5995e-4,0,0,0,0,0.18072,0.0014141,7.874,48.695,58.344,0.028579,NaN,10.601,934.86,337.72,0.01,0.51943
9.6122,626.9,9.7816,-9.7625,10.995,9.7698,69.926,0.02177,69.926,0.017837,5.0203,0.37584,32.9,-106,9.7935,3.5537,0,17.234,0.0065435,1136,0,0.18316,0.0087285,72.732,65.549,0.91226,0.035525,742317,0,0.19398,0.46648,0.48227,0.31661,0.029701,0.12016,0.94602,0.67868,-4.8722e-4,0,0,0,0,0.18413,0.0014036,7.874,48.695,58.172,0.028582,NaN,10.6,934.84,337.72,0.01,0.52122
9.6222,626.99,9.6841,-9.7525,10.906,9.7602,69.976,0.021807,69.976,0.017855,5.0164,0.38779,32.9,-106,9.7935,3.7417,0,17.302,0.0060256,1136,0,0.18316,0.0087285,72.665,65.549,0.90369,0.035329,738222,0,0.19262,0.46683,0.4842,0.31697,0.029699,0.12016,0.99928,0.71513,-3.6504e-4,0,0,0,0,0.18767,0.0013931,7.874,48.695,57.999,0.028586,NaN,10.6,934.83,337.72,0.01,0.52168
9.6322,627.09,9.5866,-9.7423,10.818,9.7505,70.027,0.021845,70.027,0.017873,5.0125,0.3997,32.9,-106,9.7935,3.9323,0,17.374,0.0055246,1136,0,0.18316,0.0087285,72.597,65.549,0.89506,0.035135,734157,0,0.1913,0.46719,0.48622,0.31733,0.029697,0.12016,1.0536,0.75148,-2.3477e-4,0,0,0,0,0.19132,0.0013827,7.874,48.695,57.825,0.028589,NaN,10.599,934.82,337.72,0.01,0.52188
9.6422,627.19,9.4892,-9.7322,10.73,9.7409,70.077,0.021882,70.077,0.017891,5.0084,0.41158,32.9,-106,9.7935,4.1253,0,17.448,0.0050704,1136,0,0.18316,0.0087285,72.528,65.549,0.88638,0.034942,730122,0,0.19002,0.46754,0.48832,0.31769,0.029695,0.12016,1.109,0.78743,2.9513e-4,0,0,0,0,0.19509,0.0013722,7.874,48.695,57.651,0.028593,NaN,10.598,934.81,337.72,0.01,0.52206
9.6522,627.28,9.3919,-9.7231,10.642,9.7322,70.127,0.02192,70.127,0.017909,5.0043,0.42129,32.9,-106,9.7935,4.2987,0,17.525,0.0047157,1136,0,0.18316,0.0087285,72.468,65.549,0.87864,0.034741,725908,0,0.1886,0.46792,0.49031,0.31807,0.029693,0.12016,1.159,0.81921,-4.1e-4,0,0,0,0,0.1991,0.0013618,7.874,48.695,57.476,0.028598,NaN,10.598,934.8,337.72,0.01,0.52225
9.6622,627.37,9.2947,-9.718,10.554,9.7272,70.177,0.021957,70.177,0.017927,5.0001,0.42374,32.9,-106,9.7935,4.3981,0,17.602,0.0046806,1136,0,0.18316,0.0087285,72.433,65.549,0.87423,0.034505,720988,0,0.18658,0.46836,0.49171,0.31851,0.029691,0.12015,1.1878,0.83508,-4.5254e-4,0,0,0,0,0.20362,0.0013515,7.874,48.695,57.301,0.028602,NaN,10.597,934.79,337.72,0.01,0.52256
9.6722,627.47,9.1976,-9.7128,10.467,9.7222,70.227,0.021995,70.227,0.017945,4.9958,0.42624,32.9,-106,9.7935,4.5002,0,17.681,0.0046498,1136,0,0.18316,0.0087285,72.397,65.549,0.86972,0.034271,716088,0,0.18459,0.4688,0.49315,0.31896,0.029689,0.12015,1.2174,0.85098,7.729e-5,0,0,0,0,0.20825,0.0013411,7.874,48.695,57.124,0.028607,NaN,10.596,934.78,337.72,0.01,0.5244
9.6822,627.56,9.1005,-9.7076,10.38,9.7171,70.277,0.022033,70.277,0.017963,4.9915,0.4288,32.9,-106,9.7935,4.6051,0,17.759,0.0045903,1136,0,0.18316,0.0087285,72.361,65.549,0.8651,0.034038,711206,0,0.18264,0.46924,0.49464,0.31941,0.029687,0.12015,1.248,0.86699,2.567e-4,0,0,0,0,0.213,0.0013308,7.874,48.695,56.947,0.028612,NaN,10.596,934.77,337.72,0.01,0.52475
9.6922,627.65,9.0034,-9.7024,10.292,9.7119,70.327,0.02207,70.327,0.017981,4.9872,0.43141,32.9,-106,9.7935,4.7128,0,17.838,0.0045412,1136,0,0.18316,0.0087285,72.324,65.549,0.86037,0.033805,706344,0,0.18071,0.46969,0.49617,0.31986,0.029685,0.12015,1.2795,0.8825,1.6485e-4,0,0,0,0,0.21786,0.0013206,7.874,48.695,56.769,0.028618,NaN,10.595,934.76,337.72,0.01,0.52502
9.7022,627.74,8.9064,-9.6971,10.206,9.7068,70.376,0.022108,70.376,0.017999,4.9829,0.43403,32.9,-106,9.7935,4.8229,0,17.918,0.0044967,1136,0,0.18316,0.0087285,72.286,65.549,0.85556,0.033574,701495,0,0.1788,0.47014,0.49775,0.32031,0.029682,0.12015,1.3118,0.89955,-3.4945e-4,0,0,0,0,0.22285,0.0013103,7.874,48.695,56.59,0.028624,NaN,10.595,934.75,337.72,0.01,0.52524
9.7122,627.83,8.8095,-9.6919,10.119,9.7017,70.426,0.022146,70.426,0.018017,4.9785,0.43653,32.9,-106,9.7935,4.9339,0,17.997,0.0044582,1136,0,0.18316,0.0087285,72.248,65.549,0.85073,0.033342,696648,0,0.17691,0.47059,0.49937,0.32077,0.02968,0.12014,1.3445,0.91607,-4.6301e-4,0,0,0,0,0.22798,0.0013001,7.874,48.695,56.411,0.02863,NaN,10.594,934.74,337.72,0.01,0.52545
9.7222,627.91,8.7126,-9.6866,10.033,9.6965,70.476,0.022183,70.476,0.018035,4.9742,0.43909,32.9,-106,9.7935,5.048,0,18.078,0.0044317,1136,0,0.18316,0.0087285,72.209,65.549,0.84579,0.033111,691820,0,0.17505,0.47105,0.50103,0.32123,0.029678,0.12014,1.3782,0.93239,1.7487e-5,0,0,0,0,0.23323,0.0012899,7.874,48.695,56.231,0.028637,NaN,10.594,934.73,337.72,0.01,0.52566
9.7322,628,8.6158,-9.6813,9.9463,9.6913,70.526,0.022221,70.526,0.018052,4.9698,0.4417,32.9,-106,9.7935,5.1651,0,18.158,0.0043834,1136,0,0.18316,0.0087285,72.169,65.549,0.84075,0.032881,687012,0,0.17322,0.47151,0.50275,0.32169,0.029676,0.12014,1.4129,0.9491,2.4613e-4,0,0,0,0,0.23861,0.0012798,7.874,48.695,56.049,0.028643,NaN,10.593,934.72,337.72,0.01,0.52586
9.7422,628.09,8.519,-9.6759,9.8604,9.6861,70.575,0.022258,70.575,0.01807,4.9653,0.44437,32.9,-106,9.7935,5.2852,0,18.239,0.0043421,1136,0,0.18316,0.0087285,72.129,65.549,0.83559,0.032652,682225,0,0.17142,0.47197,0.50452,0.32216,0.029674,0.12014,1.4487,0.9667,3.7716e-4,0,0,0,0,0.24412,0.0012696,7.874,48.695,55.867,0.02865,NaN,10.592,934.71,337.72,0.01,0.52604
9.7522,628.17,8.4222,-9.6702,9.7747,9.6806,70.625,0.022296,70.625,0.018088,4.9609,0.4475,32.9,-106,9.7935,5.4133,0,18.32,0.0042918,1136,0,0.18316,0.0087285,72.085,65.549,0.83012,0.032427,677506,0,0.16968,0.47243,0.50639,0.32262,0.029672,0.12014,1.487,0.98445,-4.4288e-4,0,0,0,0,0.24974,0.0012596,7.874,48.695,55.685,0.028657,NaN,10.592,934.7,337.72,0.01,0.52622
9.7622,628.26,8.3256,-9.6637,9.6892,9.6742,70.675,0.022334,70.675,0.018106,4.9564,0.4521,32.9,-106,9.7935,5.5609,0,18.401,0.0041964,1136,0,0.18316,0.0087285,72.036,65.549,0.82385,0.03221,672969,0,0.16811,0.47287,0.50848,0.32307,0.02967,0.12013,1.5312,1.006,-3.7646e-4,0,0,0,0,0.25537,0.0012495,7.874,48.695,55.501,0.028664,NaN,10.591,934.69,337.72,0.01,0.5264
9.7722,628.34,8.229,-9.657,9.604,9.6678,70.724,0.022371,70.724,0.018124,4.9518,0.45673,32.9,-106,9.7935,5.7117,0,18.484,0.0041119,1136,0,0.18316,0.0087285,71.986,65.549,0.81748,0.031994,668456,0,0.16657,0.47332,0.51063,0.32352,0.029668,0.12013,1.5767,1.0281,-4.8584e-4,0,0,0,0,0.26115,0.0012395,7.874,48.695,55.317,0.028671,NaN,10.591,934.68,337.72,0.01,0.52657
9.7822,628.42,8.1324,-9.6504,9.519,9.6614,70.774,0.022409,70.774,0.018142,4.9472,0.46138,32.9,-106,9.7935,5.8659,0,18.566,0.0040364,1136,0,0.18316,0.0087285,71.935,65.549,0.81101,0.03178,663968,0,0.16505,0.47376,0.51285,0.32397,0.029666,0.12013,1.6233,1.0497,-3.594e-4,0,0,0,0,0.26707,0.0012295,7.874,48.695,55.131,0.028678,NaN,10.59,934.67,337.72,0.01,0.52674
9.7922,628.5,8.036,-9.6437,9.4343,9.6549,70.823,0.022447,70.823,0.018159,4.9426,0.46606,32.9,-106,9.7935,6.0233,0,18.65,0.0039235,1136,0,0.18316,0.0087285,71.883,65.549,0.80444,0.031566,659505,0,0.16357,0.47421,0.51514,0.32442,0.029664,0.12013,1.6712,1.0711,-2.6967e-4,0,0,0,0,0.27313,0.0012196,7.874,48.695,54.945,0.028686,NaN,10.59,934.67,337.72,0.01,0.52692
9.8022,628.58,7.9396,-9.6389,9.3498,9.6503,70.873,0.022484,70.873,0.018177,4.9379,0.46738,32.9,-106,9.7935,6.1442,0,18.734,0.0039564,1136,0,0.18316,0.0087285,71.844,65.549,0.79942,0.031335,654665,0,0.16178,0.4747,0.51707,0.32492,0.029662,0.12013,1.7081,1.0858,-1.0918e-4,0,0,0,0,0.27968,0.0012096,7.874,48.695,54.758,0.028693,NaN,10.589,934.66,337.72,0.01,0.5271
9.8122,628.66,7.8432,-9.6411,9.2657,9.652,70.922,0.022522,70.922,0.018195,4.9333,0.45723,32.9,-106,9.7935,6.1307,0,18.816,0.0043573,1136,0,0.18316,0.0087285,71.848,65.549,0.79998,0.031038,648452,0,0.15889,0.47534,0.5176,0.32556,0.02966,0.12013,1.704,1.0752,-1.0009e-4,0,0,0,0,0.28758,0.0011998,7.874,48.695,54.571,0.0287,NaN,10.589,934.65,337.72,0.01,0.52728
9.8222,628.74,7.7467,-9.6432,9.1818,9.6536,70.971,0.02256,70.971,0.018213,4.9288,0.44743,32.9,-106,9.7935,6.1202,0,18.897,0.0047559,1136,0,0.18316,0.0087285,71.852,65.549,0.80041,0.030741,642249,0,0.15604,0.47599,0.51818,0.32621,0.029657,0.12012,1.7008,1.0656,-2.3843e-5,0,0,0,0,0.29566,0.00119,7.874,48.695,54.382,0.028708,NaN,10.588,934.64,337.72,0.01,0.52747
9.8322,628.81,7.6503,-9.6451,9.0981,9.6551,71.02,0.022598,71.02,0.018231,4.9244,0.43798,32.9,-106,9.7935,6.1128,0,18.975,0.0051757,1136,0,0.18316,0.0087285,71.854,65.549,0.80071,0.030445,636055,0,0.15323,0.47664,0.51881,0.32687,0.029654,0.12012,1.6985,1.056,-4.6681e-4,0,0,0,0,0.30394,0.0011802,7.874,48.695,54.193,0.028716,NaN,10.588,934.63,337.72,0.01,0.5287
9.8422,628.89,7.5538,-9.6469,9.0148,9.6564,71.07,0.022635,71.07,0.018248,4.92,0.42886,32.9,-106,9.7935,6.1087,0,19.05,0.0056056,1136,0,0.18316,0.0087285,71.855,65.549,0.80088,0.030149,629871,0,0.15046,0.4773,0.51948,0.32753,0.029652,0.12012,1.6972,1.0467,-3.2816e-4,0,0,0,0,0.31241,0.0011704,7.874,48.695,54.002,0.028725,NaN,10.587,934.62,337.71,0.01,0.52896
